Vendor,Model,OS,Kernel,CPP,Ver,JEM,Mem,Dimms,Size,Rank,Speed,Mfg,Gen,CPU,TDP,Cores,ACT,Chips,Cores,Threads,Score,URL,,,,,,,,,low(x),med(x),high(x)
Huawei,5288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12488.html,,,,,,,,,,,
Huawei,CH121 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12492.html,,,,,,,,,,,
Huawei,CH225 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12496.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12916.html,,,,,,,,,,,
Dell,PowerEdge MX740c,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8270,205,26,3.4,2,52,104,311,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15416.html,,,,,,,,,,,
Dell,PowerEdge R740,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6254,200,18,3.9,2,36,72,247,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13682.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8276M,165,28,3,2,56,112,296,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15458.html,,,,,,,,,,,
Dell,PowerEdge MX740c,Ubuntu 18.04.3 LTS,4.15.0-65-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8276,165,28,3,2,56,112,296,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191028-19271.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6240,150,18,3.3,2,36,72,230,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13143.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8276M,165,28,3,2,56,112,296,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14641.html,,,,,,,,,,,
Huawei,2288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.2,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190404-11762.html,,,,,,,,,,,
Primergy,CX2550 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6254,200,18,3.9,2,36,72,248,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19624.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6240,150,18,3.3,2,36,72,230,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190708-16017.html,,,,,,,,,,,
Dell,PowerEdge MX740c,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8268,205,24,3.5,2,48,96,297,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15373.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6240,150,18,3.3,2,36,72,229,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11912.html,,,,,,,,,,,
Dell,PowerEdge R640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8276M,165,28,3,2,56,112,297,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190401-11569.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8276,165,28,3,2,56,112,297,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12963.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8276M,165,28,3,2,56,112,297,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13964.html,,,,,,,,,,,
Dell,PowerEdge FC640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6246,165,12,4.1,2,24,48,174,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15225.html,,,,,,,,,,,
HPE,ProLiant DL560 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,12,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,327,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190319-11370.html,,,,,,,,,,,
Primergy,CX2550 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8270,205,26,3.4,2,52,104,313,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191015-19203.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5218N,110,16,3,2,32,64,170,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12111.html,,,,,,,,,,,
Dell,PowerEdge R640,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx8,2933,Intel,CLX,6254,200,18,3.9,2,36,72,249,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11970.html,,,,,,,,,,,
Dell,PowerEdge MX740c,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8276M,165,28,3,2,56,112,298,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15425.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8276L,165,28,3,2,56,112,298,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14114.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8280M,205,28,3.3,2,56,112,328,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190402-11669.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8280L,205,28,3.3,2,56,112,328,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190402-11673.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8270,205,26,3.4,2,52,104,314,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190524-14418.html,,,,,,,,,,,
Huawei,2288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,8270,205,26,3.4,2,52,104,314,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190404-11708.html,,,,,,,,,,,
Dell,PowerEdge R640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8268,205,24,3.5,2,48,96,299,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12785.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8268,205,24,3.5,2,48,96,299,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13289.html,,,,,,,,,,,
Primergy,CX2550 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8276L,165,28,3,2,56,112,299,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18430.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8276M,165,28,3,2,56,112,299,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16830.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8276,165,28,3,2,56,112,299,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15524.html,,,,,,,,,,,
HPE,Synergy 660 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,12,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,329,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190319-11404.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6240,150,18,3.3,2,36,72,228,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11914.html,,,,,,,,,,,
Primergy,RX2530 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6254,200,18,3.9,2,36,72,250,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12150.html,,,,,,,,,,,
Huawei,CH121 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6254,200,18,3.9,2,36,72,250,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190425-12251.html,,,,,,,,,,,
Huawei,CH225 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6254,200,18,3.9,2,36,72,250,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190425-12259.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel,19.0.4.227,5.0.1,384,24,16,2Rx4,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.6,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15468.html,,,,,,,,,,,
Dell,PowerEdge R640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8270,205,26,3.4,2,52,104,315,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190401-11572.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8270,205,26,3.4,2,52,104,315,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13654.html,,,,,,,,,,,
Huawei,1288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8270,205,26,3.4,2,52,104,315,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12586.html,,,,,,,,,,,
Huawei,CH121 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8270,205,26,3.4,2,52,104,315,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12602.html,,,,,,,,,,,
Dell,PowerEdge R740xd,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,6242R,205,20,3.8,2,40,80,271,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200203-20771.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6240,150,18,3.3,2,36,72,228,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15170.html,,,,,,,,,,,
Inspur,NF5180M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5218R,125,20,2.9,2,40,80,207,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200203-20701.html,,,,,,,,,,,
Inspur,NF5280M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5218R,125,20,2.9,2,40,80,207,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200203-20702.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.7,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17757.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,3204,85,6,1.9,2,12,12,40.7,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18792.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8268,205,24,3.5,2,48,96,300,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15319.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,384,24,16,2Rx8,2933,Intel,CLX,8276,165,28,3,2,56,112,300,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18293.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8270,205,26,3.4,2,52,104,316,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17697.html,,,,,,,,,,,
Huawei,5288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8270,205,26,3.4,2,52,104,316,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12594.html,,,,,,,,,,,
Huawei,CH225 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8270,205,26,3.4,2,52,104,316,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12608.html,,,,,,,,,,,
Huawei,XH628 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,266,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12760.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,6254,200,18,3.9,2,36,72,251,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16061.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6254,200,18,3.9,2,36,72,251,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12155.html,,,,,,,,,,,
Huawei,1288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6254,200,18,3.9,2,36,72,251,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190425-12241.html,,,,,,,,,,,
Huawei,5288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6254,200,18,3.9,2,36,72,251,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190425-12246.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6240,150,18,3.3,2,36,72,226,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18904.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,6240,150,18,3.3,2,36,72,226,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11976.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6240,150,18,3.3,2,36,72,226,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13762.html,,,,,,,,,,,
Primergy,CX2550 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6246,165,12,4.1,2,24,48,176,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19621.html,,,,,,,,,,,
HPE,ProLiant DL580 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,12,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,331,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190319-11380.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,8280,205,28,3.3,2,56,112,331,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17617.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8280M,205,28,3.3,2,56,112,331,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17716.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8280M,205,28,3.3,2,56,112,331,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18900.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8268,205,24,3.5,2,48,96,301,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14979.html,,,,,,,,,,,
Dell,PowerEdge FC640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx8,2933,Intel,CLX,5218N,110,16,3,2,32,64,172,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14525.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5218N,110,16,3,2,32,64,172,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12095.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5218N,110,16,3,2,32,64,172,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190708-15997.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,8276,165,28,3,2,56,112,301,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17782.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8276M,165,28,3,2,56,112,301,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13595.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,8276M,165,28,3,2,56,112,301,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14091.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6240,150,18,3.3,2,36,72,226,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13895.html,,,,,,,,,,,
Inspur,NS5162M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,256,16,16,2Rx4,2933,Intel,CLX,6240,150,18,3.3,2,36,72,225,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191119-19907.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,6240L,150,18,3.3,2,36,72,213,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17665.html,,,,,,,,,,,
Primergy,RX2530 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8270,205,26,3.4,2,52,104,317,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12363.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8270,205,26,3.4,2,52,104,317,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13746.html,,,,,,,,,,,
Dell,PowerEdge FC640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6242,150,16,3.5,2,32,64,201,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15329.html,,,,,,,,,,,
Huawei,XH628 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,6242,150,16,3.5,2,32,64,201,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12478.html,,,,,,,,,,,
Huawei,XH321 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,6242,150,16,3.5,2,32,64,201,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12696.html,,,,,,,,,,,
Tyrone,DIT400TR-55R/55RL,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6242,150,16,3.5,2,32,64,201,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200218-21010.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6254,200,18,3.9,2,36,72,252,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17712.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6254,200,18,3.9,2,36,72,252,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14063.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6254,200,18,3.9,2,36,72,252,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14975.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6242R,205,20,3.8,2,40,80,273,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200217-20903.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8280L,205,28,3.3,2,56,112,332,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13184.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,6240,150,18,3.3,2,36,72,224,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16071.html,,,,,,,,,,,
